zone id, lat, lon, is land (L) or contains some land (l)
0004631,56.59,-4.76,L
0004632,55.63,-4.23,L
0004633,56.18,-4.09,L
0004634,55.87,-5.74,l
0004635,56.43,-5.6,l
0004636,55.48,-5.05,l
0004640,56.12,-9.58,
0004641,56.69,-9.47,
0004643,56.31,-8.77,
0004645,56.5,-10.29,
0004650,57.44,-8.52,
0004651,58.01,-8.38,
0004652,57.05,-7.82,l
0004653,57.62,-7.67,l
0004654,57.26,-9.36,
0004655,57.82,-9.23,
0004656,56.87,-8.65,
0004660,54.8,-8.26,l
0004662,54.43,-7.56,L
0004663,54.98,-7.47,l
0004666,54.25,-8.34,l
0006005,51.21,2.17,
0006015,52.33,3.17,
0006040,50.93,0.56,L
0006041,51.43,0.63,L
0006042,50.57,1.28,
0006043,51.07,1.36,l
0006044,50.79,-0.23,l
0006045,51.29,-0.17,L
0006046,50.43,0.49,
0006050,52.07,1.52,l
0006051,52.57,1.6,L
0006052,51.7,2.25,
0006053,52.2,2.34,
0006054,51.93,0.7,L
0006055,52.44,0.78,L
0006056,51.57,1.44,l
0006104,54.2,2.73,
0006105,54.71,2.84,
0006140,54.47,1.13,
0006141,54.98,1.24,
0006142,54.08,1.88,
0006143,54.59,1.98,
0006144,54.34,0.29,
0006145,54.86,0.39,
0006146,53.96,1.04,
0006150,55.62,2.22,
0006151,56.13,2.36,
0006152,55.21,2.96,
0006153,55.73,3.09,
0006154,55.5,1.36,
0006155,56.02,1.49,
0006156,55.1,2.1,
0006160,53.2,2.52,
0006161,53.7,2.62,
0006162,52.82,3.27,
0006163,53.32,3.37,
0006164,53.07,1.69,l
0006165,53.57,1.78,
0006166,52.7,2.43,
0006400,49.83,-2.61,
0006401,50.34,-2.57,
0006403,49.99,-1.85,
0006404,49.67,-3.37,
0006405,50.18,-3.34,l
0006410,51.0,-1.75,L
0006411,51.51,-1.7,L
0006412,50.64,-1.02,l
0006413,51.15,-0.96,L
0006414,50.84,-2.53,L
0006415,51.35,-2.48,L
0006416,50.49,-1.8,l
0006431,50.29,-0.29,
0006435,50.14,-1.07,
0006440,49.85,-4.85,l
0006441,50.36,-4.82,L
0006442,49.51,-4.12,
0006443,50.01,-4.1,
0006444,49.67,-5.59,
0006445,50.19,-5.58,l
0006446,49.34,-4.87,
0006450,51.04,-4.03,L
0006451,51.55,-4.0,l
0006452,50.69,-3.3,L
0006453,51.2,-3.26,L
0006454,50.87,-4.8,l
0006455,51.39,-4.77,l
0006456,50.53,-4.07,L
0006500,53.41,-2.26,L
0006501,53.93,-2.19,L
0006502,53.04,-1.52,L
0006503,53.55,-1.45,L
0006504,53.26,-3.07,L
0006505,53.78,-3.0,l
0006506,52.89,-2.32,L
0006510,54.59,-1.28,L
0006511,55.12,-1.19,l
0006512,54.21,-0.54,L
0006513,54.73,-0.45,l
0006514,54.45,-2.11,L
0006515,54.98,-2.02,L
0006516,54.07,-1.37,L
0006520,52.16,-0.84,L
0006521,52.67,-0.77,L
0006522,51.8,-0.1,L
0006523,52.3,-0.03,L
0006524,52.01,-1.64,L
0006525,52.53,-1.58,L
0006526,51.65,-0.9,L
0006530,53.32,0.12,L
0006531,53.83,0.2,l
0006532,52.94,0.86,L
0006533,53.45,0.95,
0006534,53.18,-0.7,L
0006535,53.69,-0.63,L
0006536,52.81,0.04,L
0006540,53.47,-4.61,l
0006541,54.0,-4.55,
0006542,53.11,-3.87,L
0006543,53.63,-3.81,
0006544,53.31,-5.4,
0006545,53.84,-5.35,
0006546,52.95,-4.66,l
0006550,54.68,-3.67,l
0006551,55.23,-3.55,L
0006552,54.31,-2.93,L
0006553,54.83,-2.85,L
0006554,54.53,-4.48,l
0006555,55.08,-4.36,L
0006556,54.15,-3.75,l
0006560,52.22,-3.17,L
0006561,52.74,-3.12,L
0006562,51.86,-2.43,L
0006563,52.38,-2.38,L
0006564,52.07,-3.96,L
0006565,52.58,-3.91,L
0006566,51.71,-3.22,L
0041232,56.96,-14.92,
0041233,57.53,-14.87,
0043111,56.67,-11.83,
0043113,56.3,-11.1,
0043115,56.47,-12.63,
0043151,56.61,-14.17,
0043200,48.62,-7.79,
0043201,49.13,-7.8,
0043203,48.8,-7.07,
0043204,48.43,-8.51,
0043205,48.94,-8.52,
0043210,49.83,-7.06,
0043211,50.35,-7.06,
0043212,49.5,-6.33,
0043213,50.01,-6.32,
0043214,49.65,-7.8,
0043215,50.17,-7.8,
0043216,49.32,-7.07,
0043231,49.16,-5.61,
0043235,48.99,-6.34,
0043240,48.55,-9.94,
0043242,48.23,-9.22,
0043243,48.75,-9.23,
0043244,48.35,-10.64,
0043246,48.03,-9.92,
0043252,49.46,-8.52,
0043253,49.98,-8.53,
0043256,49.27,-9.25,
0043311,54.05,-6.86,l
0043315,53.87,-7.64,l
0043320,51.05,-6.29,
0043321,51.57,-6.28,
0043322,50.7,-5.56,
0043323,51.22,-5.54,
0043324,50.87,-7.05,
0043326,50.53,-6.31,
0043330,52.26,-5.48,
0043331,52.78,-5.44,
0043332,51.9,-4.74,L
0043333,52.42,-4.7,l
0043334,52.09,-6.25,
0043336,51.74,-5.51,l
0043362,50.69,-7.79,
0043366,50.5,-8.53,
0043631,47.83,-10.62,
0043633,47.52,-9.9,
