lat,lon,vertex1_lat,vertex1_lon,vertex2_lat,vertex2_lon,vertex3_lat,vertex3_lon,vertex4_lat,vertex4_lon,vertex5_lat,vertex5_lon,vertex6_lat,vertex6_lon
35.7518,-102.2867,35.6743,-102.0604,35.5521,-102.2674,35.6297,-102.4933,35.8294,-102.5131,35.9517,-102.3062,35.8742,-102.0796
35.7063,-102.7192,35.6297,-102.4933,35.5069,-102.6992,35.5836,-102.9248,35.7831,-102.9452,35.9060,-102.7394,35.8294,-102.5131
35.6734,-99.8600,35.5907,-99.6325,35.4719,-99.8443,35.5546,-100.0716,35.7561,-100.0876,35.8751,-99.8758,35.7924,-99.6479
35.6594,-103.1502,35.5836,-102.9248,35.4603,-103.1296,35.5361,-103.3548,35.7353,-103.3758,35.8589,-103.1710,35.7831,-102.9452
35.6364,-100.2988,35.5546,-100.0716,35.4352,-100.2825,35.5170,-100.5094,35.7183,-100.5262,35.8380,-100.3153,35.7561,-100.0876
35.5980,-100.7363,35.5170,-100.5094,35.3969,-100.7194,35.4779,-100.9460,35.6790,-100.9634,35.7993,-100.7535,35.7183,-100.5262
35.5580,-101.1726,35.4779,-100.9460,35.3572,-101.1550,35.4373,-101.3814,35.6382,-101.3994,35.7591,-101.1905,35.6790,-100.9634
35.5165,-101.6076,35.4373,-101.3814,35.3160,-101.5894,35.3953,-101.8154,35.5959,-101.8341,35.7175,-101.6261,35.6382,-101.3994
35.4736,-102.0413,35.3953,-101.8154,35.2733,-102.0224,35.3517,-102.2480,35.5521,-102.2674,35.6743,-102.0604,35.5959,-101.8341
35.4293,-102.4735,35.3517,-102.2480,35.2292,-102.4540,35.3068,-102.6792,35.5069,-102.6992,35.6297,-102.4933,35.5521,-102.2674
35.3835,-102.9044,35.3068,-102.6792,35.1836,-102.8842,35.2604,-103.1090,35.4603,-103.1296,35.5836,-102.9248,35.5069,-102.6992
35.3524,-100.0555,35.2697,-99.8287,35.1505,-100.0396,35.2332,-100.2661,35.4352,-100.2825,35.5546,-100.0716,35.4719,-99.8443
35.3150,-100.4927,35.2332,-100.2661,35.1133,-100.4761,35.1951,-100.7024,35.3969,-100.7194,35.5170,-100.5094,35.4352,-100.2825
35.2761,-100.9286,35.1951,-100.7024,35.0746,-100.9114,35.1556,-101.1374,35.3572,-101.1550,35.4779,-100.9460,35.3969,-100.7194
35.2357,-101.3633,35.1556,-101.1374,35.0345,-101.3454,35.1146,-101.5711,35.3160,-101.5894,35.4373,-101.3814,35.3572,-101.1550
35.1939,-101.7966,35.1146,-101.5711,34.9929,-101.7781,35.0722,-102.0034,35.2733,-102.0224,35.3953,-101.8154,35.3160,-101.5894
35.1506,-102.2286,35.0722,-102.0034,34.9498,-102.2095,35.0283,-102.4344,35.2292,-102.4540,35.3517,-102.2480,35.2733,-102.0224
35.1059,-102.6592,35.0283,-102.4344,34.9054,-102.6395,34.9830,-102.8640,35.1836,-102.8842,35.3068,-102.6792,35.2292,-102.4540
35.0668,-99.8130,34.9833,-99.5866,34.8642,-99.7975,34.9478,-100.0237,35.1505,-100.0396,35.2697,-99.8287,35.1861,-99.6019
35.0598,-103.0884,34.9830,-102.8640,34.8595,-103.0680,34.9363,-103.2921,35.1366,-103.3129,35.2604,-103.1090,35.1836,-102.8842
35.0305,-100.2498,34.9478,-100.0237,34.8281,-100.2336,34.9108,-100.4595,35.1133,-100.4761,35.2332,-100.2661,35.1505,-100.0396
34.9927,-100.6854,34.9108,-100.4595,34.7905,-100.6686,34.8724,-100.8942,35.0746,-100.9114,35.1951,-100.7024,35.1133,-100.4761
34.9534,-101.1197,34.8724,-100.8942,34.7514,-101.1023,34.8325,-101.3275,35.0345,-101.3454,35.1556,-101.1374,35.0746,-100.9114
34.9126,-101.5528,34.8325,-101.3275,34.7109,-101.5347,34.7911,-101.7596,34.9929,-101.7781,35.1146,-101.5711,35.0345,-101.3454
34.8704,-101.9845,34.7911,-101.7596,34.6690,-101.9657,34.7483,-102.1903,34.9498,-102.2095,35.0722,-102.0034,34.9929,-101.7781
34.8268,-102.4148,34.7483,-102.1903,34.6256,-102.3955,34.7041,-102.6197,34.9054,-102.6395,35.0283,-102.4344,34.9498,-102.2095
34.7818,-102.8437,34.7041,-102.6197,34.5808,-102.8238,34.6585,-103.0475,34.8595,-103.0680,34.9830,-102.8640,34.9054,-102.6395
34.7445,-100.0077,34.6609,-99.7820,34.5414,-99.9920,34.6250,-100.2175,34.8281,-100.2336,34.9478,-100.0237,34.8642,-99.7975
34.7077,-100.4429,34.6250,-100.2175,34.5049,-100.4265,34.5876,-100.6517,34.7905,-100.6686,34.9108,-100.4595,34.8281,-100.2336
34.6695,-100.8769,34.5876,-100.6517,34.4669,-100.8599,34.5488,-101.0848,34.7514,-101.1023,34.8724,-100.8942,34.7905,-100.6686
34.6298,-101.3096,34.5488,-101.0848,34.4274,-101.2919,34.5085,-101.5165,34.7109,-101.5347,34.8325,-101.3275,34.7514,-101.1023
34.5887,-101.7411,34.5085,-101.5165,34.3865,-101.7227,34.4668,-101.9470,34.6690,-101.9657,34.7911,-101.7596,34.7109,-101.5347
34.5461,-102.1711,34.4668,-101.9470,34.3442,-102.1522,34.4236,-102.3761,34.6256,-102.3955,34.7483,-102.1903,34.6690,-101.9657
34.5022,-102.5998,34.4236,-102.3761,34.3005,-102.5802,34.3791,-102.8037,34.5808,-102.8238,34.7041,-102.6197,34.6256,-102.3955
34.4911,-99.3305,34.4059,-99.1050,34.2873,-99.3158,34.3725,-99.5412,34.5765,-99.5563,34.6953,-99.3454,34.6101,-99.1194
34.4569,-99.7665,34.3725,-99.5412,34.2532,-99.7511,34.3377,-99.9762,34.5414,-99.9920,34.6609,-99.7820,34.5765,-99.5563
34.4568,-103.0271,34.3791,-102.8037,34.2554,-103.0069,34.3332,-103.2300,34.5346,-103.2506,34.6585,-103.0475,34.5808,-102.8238
34.4212,-100.2013,34.3377,-99.9762,34.2178,-100.1853,34.3014,-100.4101,34.5049,-100.4265,34.6250,-100.2175,34.5414,-99.9920
34.3841,-100.6349,34.3014,-100.4101,34.1808,-100.6182,34.2636,-100.8428,34.4669,-100.8599,34.5876,-100.6517,34.5049,-100.4265
34.3454,-101.0673,34.2636,-100.8428,34.1424,-101.0500,34.2243,-101.2742,34.4274,-101.2919,34.5488,-101.0848,34.4669,-100.8599
34.3054,-101.4984,34.2243,-101.2742,34.1026,-101.4805,34.1837,-101.7044,34.3865,-101.7227,34.5085,-101.5165,34.4274,-101.2919
34.2639,-101.9282,34.1837,-101.7044,34.0614,-101.9096,34.1416,-102.1332,34.3442,-102.1522,34.4668,-101.9470,34.3865,-101.7227
34.2630,-98.2164,34.1752,-97.9910,34.0581,-98.2034,34.1459,-98.4287,34.3508,-98.4421,34.4682,-98.2295,34.3803,-98.0037
34.2328,-98.6540,34.1459,-98.4287,34.0281,-98.6403,34.1150,-98.8654,34.3198,-98.8795,34.4378,-98.6678,34.3508,-98.4421
34.2210,-102.3566,34.1416,-102.1332,34.0187,-102.3374,34.0982,-102.5606,34.3005,-102.5802,34.4236,-102.3761,34.3442,-102.1522
34.2011,-99.0905,34.1150,-98.8654,33.9966,-99.0762,34.0827,-99.3011,34.2873,-99.3158,34.4059,-99.1050,34.3198,-98.8795
34.1768,-102.7837,34.0982,-102.5606,33.9747,-102.7639,34.0534,-102.9866,34.2554,-103.0069,34.3791,-102.8037,34.3005,-102.5802
34.1679,-99.5260,34.0827,-99.3011,33.9636,-99.5111,34.0489,-99.7358,34.2532,-99.7511,34.3725,-99.5412,34.2873,-99.3158
34.1333,-99.9604,34.0489,-99.7358,33.9291,-99.9448,34.0136,-100.1692,34.2178,-100.1853,34.3377,-99.9762,34.2532,-99.7511
34.1311,-103.2093,34.0534,-102.9866,33.9294,-103.1889,34.0072,-103.4112,34.2090,-103.4321,34.3332,-103.2300,34.2554,-103.0069
34.0971,-100.3936,34.0136,-100.1692,33.8932,-100.3774,33.9769,-100.6016,34.1808,-100.6182,34.3014,-100.4101,34.2178,-100.1853
34.0596,-100.8257,33.9769,-100.6016,33.8559,-100.8088,33.9387,-101.0327,34.1424,-101.0500,34.2636,-100.8428,34.1808,-100.6182
34.0478,-96.6617,33.9567,-96.4364,33.8418,-96.6511,33.9330,-96.8762,34.1390,-96.8872,34.2541,-96.6723,34.1629,-96.4467
34.0232,-97.1014,33.9330,-96.8762,33.8174,-97.0902,33.9077,-97.3152,34.1136,-97.3268,34.2293,-97.1127,34.1390,-96.8872
34.0206,-101.2565,33.9387,-101.0327,33.8172,-101.2389,33.8991,-101.4625,34.1026,-101.4805,34.2243,-101.2742,34.1424,-101.0500
33.9970,-97.5403,33.9077,-97.3152,33.7914,-97.5284,33.8808,-97.7533,34.0866,-97.7656,34.2030,-97.5523,34.1136,-97.3268
33.9802,-101.6860,33.8991,-101.4625,33.7770,-101.6678,33.8581,-101.8910,34.0614,-101.9096,34.1837,-101.7044,34.1026,-101.4805
33.9694,-97.9783,33.8808,-97.7533,33.7639,-97.9657,33.8525,-98.1905,34.0581,-98.2034,34.1752,-97.9910,34.0866,-97.7656
33.9402,-98.4153,33.8525,-98.1905,33.7349,-98.4021,33.8227,-98.6267,34.0281,-98.6403,34.1459,-98.4287,34.0581,-98.2034
33.9384,-102.1142,33.8581,-101.8910,33.7354,-102.0954,33.8158,-102.3182,34.0187,-102.3374,34.1416,-102.1332,34.0614,-101.9096
33.9096,-98.8514,33.8227,-98.6267,33.7044,-98.8375,33.7914,-99.0619,33.9966,-99.0762,34.1150,-98.8654,34.0281,-98.6403
33.8952,-102.5410,33.8158,-102.3182,33.6925,-102.5216,33.7720,-102.7440,33.9747,-102.7639,34.0982,-102.5606,34.0187,-102.3374
33.8774,-99.2864,33.7914,-99.0619,33.6725,-99.2719,33.7586,-99.4961,33.9636,-99.5111,34.0827,-99.3011,33.9966,-99.0762
33.8506,-102.9664,33.7720,-102.7440,33.6482,-102.9464,33.7269,-103.1684,33.9294,-103.1889,34.0534,-102.9866,33.9747,-102.7639
33.8438,-99.7204,33.7586,-99.4961,33.6391,-99.7052,33.7243,-99.9292,33.9291,-99.9448,34.0489,-99.7358,33.9636,-99.5111
33.8290,-94.6627,33.7338,-94.4381,33.6219,-94.6553,33.7171,-94.8799,33.9243,-94.8876,34.0363,-94.6702,33.9410,-94.4452
33.8115,-95.1046,33.7171,-94.8799,33.6046,-95.0965,33.6990,-95.3210,33.9060,-95.3295,34.0188,-95.1127,33.9243,-94.8876
33.8087,-100.1532,33.7243,-99.9292,33.6042,-100.1374,33.6887,-100.3611,33.8932,-100.3774,34.0136,-100.1692,33.9291,-99.9448
33.7925,-95.5458,33.6990,-95.3210,33.5857,-95.5370,33.6792,-95.7616,33.8862,-95.7708,33.9997,-95.5546,33.9060,-95.3295
33.7722,-100.5849,33.6887,-100.3611,33.5679,-100.5684,33.6516,-100.7919,33.8559,-100.8088,33.9769,-100.6016,33.8932,-100.3774
33.7719,-95.9863,33.6792,-95.7616,33.5652,-95.9769,33.6580,-96.2015,33.8648,-96.2113,33.9790,-95.9959,33.8862,-95.7708
33.7498,-96.4262,33.6580,-96.2015,33.5433,-96.4160,33.6352,-96.6406,33.8418,-96.6511,33.9567,-96.4364,33.8648,-96.2113
33.7343,-101.0153,33.6516,-100.7919,33.5302,-100.9982,33.6130,-101.2214,33.8172,-101.2389,33.9387,-101.0327,33.8559,-100.8088
33.7262,-96.8653,33.6352,-96.6406,33.5198,-96.8545,33.6109,-97.0790,33.8174,-97.0902,33.9330,-96.8762,33.8418,-96.6511
33.7011,-97.3035,33.6109,-97.0790,33.4948,-97.2921,33.5850,-97.5165,33.7914,-97.5284,33.9077,-97.3152,33.8174,-97.0902
33.6950,-101.4445,33.6130,-101.2214,33.4911,-101.4268,33.5731,-101.6496,33.7770,-101.6678,33.8991,-101.4625,33.8172,-101.2389
33.6744,-97.7410,33.5850,-97.5165,33.4683,-97.7288,33.5577,-97.9531,33.7639,-97.9657,33.8808,-97.7533,33.7914,-97.5284
33.6542,-101.8724,33.5731,-101.6496,33.4506,-101.8540,33.5318,-102.0766,33.7354,-102.0954,33.8581,-101.8910,33.7770,-101.6678
33.6462,-98.1775,33.5577,-97.9531,33.4403,-98.1647,33.5289,-98.3888,33.7349,-98.4021,33.8525,-98.1905,33.7639,-97.9657
33.6166,-98.6130,33.5289,-98.3888,33.4109,-98.5996,33.4986,-98.8236,33.7044,-98.8375,33.8227,-98.6267,33.7349,-98.4021
33.6121,-102.2990,33.5318,-102.0766,33.4088,-102.2800,33.4891,-102.5021,33.6925,-102.5216,33.8158,-102.3182,33.7354,-102.0954
33.5855,-99.0476,33.4986,-98.8236,33.3799,-99.0335,33.4669,-99.2573,33.6725,-99.2719,33.7914,-99.0619,33.7044,-98.8375
33.5686,-102.7242,33.4891,-102.5021,33.3655,-102.7045,33.4451,-102.9263,33.6482,-102.9464,33.7720,-102.7440,33.6925,-102.5216
33.5529,-99.4811,33.4669,-99.2573,33.3476,-99.4663,33.4337,-99.6899,33.6391,-99.7052,33.7586,-99.4961,33.6725,-99.2719
33.5408,-93.9894,33.4440,-93.7655,33.3331,-93.9831,33.4299,-94.2070,33.6377,-94.2137,33.7488,-93.9958,33.6519,-93.7715
33.5258,-94.4310,33.4299,-94.2070,33.3182,-94.4240,33.4142,-94.6480,33.6219,-94.6553,33.7338,-94.4381,33.6377,-94.2137
33.5238,-103.1479,33.4451,-102.9263,33.3210,-103.1277,33.3997,-103.3490,33.6026,-103.3697,33.7269,-103.1684,33.6482,-102.9464
33.5189,-99.9135,33.4337,-99.6899,33.3137,-99.8981,33.3990,-100.1215,33.6042,-100.1374,33.7243,-99.9292,33.6391,-99.7052
33.5093,-94.8721,33.4142,-94.6480,33.3018,-94.8644,33.3969,-95.0884,33.6046,-95.0965,33.7171,-94.8799,33.6219,-94.6553
33.4912,-95.3126,33.3969,-95.0884,33.2838,-95.3042,33.3782,-95.5282,33.5857,-95.5370,33.6990,-95.3210,33.6046,-95.0965
33.4834,-100.3448,33.3990,-100.1215,33.2785,-100.3287,33.3629,-100.5519,33.5679,-100.5684,33.6887,-100.3611,33.6042,-100.1374
33.4716,-95.7524,33.3782,-95.5282,33.2644,-95.7434,33.3579,-95.9674,33.5652,-95.9769,33.6792,-95.7616,33.5857,-95.5370
33.4505,-96.1916,33.3579,-95.9674,33.2434,-96.1819,33.3360,-96.4059,33.5433,-96.4160,33.6580,-96.2015,33.5652,-95.9769
33.4465,-100.7749,33.3629,-100.5519,33.2418,-100.7582,33.3255,-100.9810,33.5302,-100.9982,33.6516,-100.7919,33.5679,-100.5684
33.4278,-96.6300,33.3360,-96.4059,33.2208,-96.6196,33.3127,-96.8436,33.5198,-96.8545,33.6352,-96.6406,33.5433,-96.4160
33.4082,-101.2038,33.3255,-100.9810,33.2038,-101.1864,33.2866,-101.4090,33.4911,-101.4268,33.6130,-101.2214,33.5302,-100.9982
33.4037,-97.0677,33.3127,-96.8436,33.1968,-97.0566,33.2879,-97.2806,33.4948,-97.2921,33.6109,-97.0790,33.5198,-96.8545
33.3780,-97.5046,33.2879,-97.2806,33.1713,-97.4928,33.2615,-97.7166,33.4683,-97.7288,33.5850,-97.5165,33.4948,-97.2921
33.3686,-101.6314,33.2866,-101.4090,33.1643,-101.6134,33.2464,-101.8356,33.4506,-101.8540,33.5731,-101.6496,33.4911,-101.4268
33.3509,-97.9405,33.2615,-97.7166,33.1443,-97.9281,33.2337,-98.1518,33.4403,-98.1647,33.5577,-97.9531,33.4683,-97.7288
33.3275,-102.0577,33.2464,-101.8356,33.1235,-102.0391,33.2047,-102.2609,33.4088,-102.2800,33.5318,-102.0766,33.4506,-101.8540
33.3222,-98.3756,33.2337,-98.1518,33.1159,-98.3625,33.2044,-98.5860,33.4109,-98.5996,33.5289,-98.3888,33.4403,-98.1647
33.2921,-98.8096,33.2044,-98.5860,33.0860,-98.7959,33.1737,-99.0193,33.3799,-99.0335,33.4986,-98.8236,33.4109,-98.5996
33.2851,-102.4827,33.2047,-102.2609,33.0814,-102.4634,33.1618,-102.6849,33.3655,-102.7045,33.4891,-102.5021,33.4088,-102.2800
33.2606,-99.2427,33.1737,-99.0193,33.0546,-99.2283,33.1415,-99.4515,33.3476,-99.4663,33.4669,-99.2573,33.3799,-99.0335
33.2413,-102.9062,33.1618,-102.6849,33.0379,-102.8864,33.1175,-103.1074,33.3210,-103.1277,33.4451,-102.9263,33.3655,-102.7045
33.2276,-99.6747,33.1415,-99.4515,33.0218,-99.6596,33.1079,-99.8826,33.3137,-99.8981,33.4337,-99.6899,33.3476,-99.4663
33.2214,-94.2003,33.1247,-93.9768,33.0132,-94.1936,33.1099,-94.4170,33.3182,-94.4240,33.4299,-94.2070,33.3331,-93.9831
33.2058,-94.6405,33.1099,-94.4170,32.9977,-94.6332,33.0936,-94.8567,33.3018,-94.8644,33.4142,-94.6480,33.3182,-94.4240
33.1932,-100.1056,33.1079,-99.8826,32.9876,-100.0899,33.0729,-100.3126,33.2785,-100.3287,33.3990,-100.1215,33.3137,-99.8981
33.1887,-95.0803,33.0936,-94.8567,32.9807,-95.0723,33.0758,-95.2958,33.2838,-95.3042,33.3969,-95.0884,33.3018,-94.8644
33.1700,-95.5194,33.0758,-95.2958,32.9622,-95.5108,33.0564,-95.7343,33.2644,-95.7434,33.3782,-95.5282,33.2838,-95.3042
33.1573,-100.5353,33.0729,-100.3126,32.9520,-100.5190,33.0365,-100.7414,33.2418,-100.7582,33.3629,-100.5519,33.2785,-100.3287
33.1498,-95.9579,33.0564,-95.7343,32.9421,-95.9486,33.0355,-96.1721,33.2434,-96.1819,33.3579,-95.9674,33.2644,-95.7434
33.1281,-96.3957,33.0355,-96.1721,32.9206,-96.3857,33.0132,-96.6092,33.2208,-96.6196,33.3360,-96.4059,33.2434,-96.1819
33.1201,-100.9638,33.0365,-100.7414,32.9150,-100.9469,32.9986,-101.1690,33.2038,-101.1864,33.3255,-100.9810,33.2418,-100.7582
33.1049,-96.8328,33.0132,-96.6092,32.8975,-96.8221,32.9893,-97.0455,33.1968,-97.0566,33.3127,-96.8436,33.2208,-96.6196
33.0814,-101.3911,32.9986,-101.1690,32.8766,-101.3735,32.9595,-101.5954,33.1643,-101.6134,33.2866,-101.4090,33.2038,-101.1864
33.0803,-97.2690,32.9893,-97.0455,32.8730,-97.2576,32.9640,-97.4810,33.1713,-97.4928,33.2879,-97.2806,33.1968,-97.0566
33.0541,-97.7044,32.9640,-97.4810,32.8470,-97.6924,32.9372,-97.9156,33.1443,-97.9281,33.2615,-97.7166,33.1713,-97.4928
33.0414,-101.8172,32.9595,-101.5954,32.8368,-101.7989,32.9189,-102.0205,33.1235,-102.0391,33.2464,-101.8356,33.1643,-101.6134
33.0265,-98.1389,32.9372,-97.9156,32.8195,-98.1262,32.9089,-98.3494,33.1159,-98.3625,33.2337,-98.1518,33.1443,-97.9281
33.0001,-102.2419,32.9189,-102.0205,32.7958,-102.2230,32.8770,-102.4442,33.0814,-102.4634,33.2047,-102.2609,33.1235,-102.0391
32.9974,-98.5725,32.9089,-98.3494,32.7906,-98.5591,32.8792,-98.7821,33.0860,-98.7959,33.2044,-98.5860,33.1159,-98.3625
32.9668,-99.0051,32.8792,-98.7821,32.7603,-98.9911,32.8480,-99.2139,33.0546,-99.2283,33.1737,-99.0193,33.0860,-98.7959
32.9574,-102.6652,32.8770,-102.4442,32.7533,-102.6458,32.8338,-102.8665,33.0379,-102.8864,33.1618,-102.6849,33.0814,-102.4634
32.9349,-99.4366,32.8480,-99.2139,32.7285,-99.4220,32.8154,-99.6446,33.0218,-99.6596,33.1415,-99.4515,33.0546,-99.2283
32.9157,-93.9705,32.8183,-93.7476,32.7070,-93.9642,32.8044,-94.1870,33.0132,-94.1936,33.1247,-93.9768,33.0272,-93.7535
32.9134,-103.0871,32.8338,-102.8665,32.7096,-103.0671,32.7893,-103.2874,32.9931,-103.3079,33.1175,-103.1074,33.0379,-102.8864
32.9015,-99.8671,32.8154,-99.6446,32.6953,-99.8518,32.7814,-100.0741,32.9876,-100.0899,33.1079,-99.8826,33.0218,-99.6596
32.9010,-94.4100,32.8044,-94.1870,32.6924,-94.4030,32.7890,-94.6259,32.9977,-94.6332,33.1099,-94.4170,33.0132,-94.1936
32.8848,-94.8490,32.7890,-94.6259,32.6763,-94.8414,32.7721,-95.0643,32.9807,-95.0723,33.0936,-94.8567,32.9977,-94.6332
32.8671,-95.2874,32.7721,-95.0643,32.6587,-95.2791,32.7537,-95.5021,32.9622,-95.5108,33.0758,-95.2958,32.9807,-95.0723
32.8667,-100.2965,32.7814,-100.0741,32.6607,-100.2805,32.7460,-100.5026,32.9520,-100.5190,33.0729,-100.3126,32.9876,-100.0899
32.8478,-95.7252,32.7537,-95.5021,32.6395,-95.7162,32.7337,-95.9392,32.9421,-95.9486,33.0564,-95.7343,32.9622,-95.5108
32.8305,-100.7246,32.7460,-100.5026,32.6248,-100.7081,32.7092,-100.9299,32.9150,-100.9469,33.0365,-100.7414,32.9520,-100.5190
32.8271,-96.1623,32.7337,-95.9392,32.6189,-96.1527,32.7123,-96.3756,32.9206,-96.3857,33.0355,-96.1721,32.9421,-95.9486
32.8049,-96.5987,32.7123,-96.3756,32.5969,-96.5884,32.6894,-96.8113,32.8975,-96.8221,33.0132,-96.6092,32.9206,-96.3857
32.7929,-101.1516,32.7092,-100.9299,32.5874,-101.1344,32.6711,-101.3559,32.8766,-101.3735,32.9986,-101.1690,32.9150,-100.9469
32.7811,-97.0344,32.6894,-96.8113,32.5733,-97.0234,32.6651,-97.2462,32.8730,-97.2576,32.9893,-97.0455,32.8975,-96.8221
32.7560,-97.4692,32.6651,-97.2462,32.5483,-97.4575,32.6392,-97.6803,32.8470,-97.6924,32.9640,-97.4810,32.8730,-97.2576
32.7539,-101.5773,32.6711,-101.3559,32.5487,-101.5595,32.6316,-101.7807,32.8368,-101.7989,32.9595,-101.5954,32.8766,-101.3735
32.7293,-97.9032,32.6392,-97.6803,32.5218,-97.8908,32.6119,-98.1135,32.8195,-98.1262,32.9372,-97.9156,32.8470,-97.6924
32.7136,-102.0018,32.6316,-101.7807,32.5087,-101.9833,32.5908,-102.2042,32.7958,-102.2230,32.9189,-102.0205,32.8368,-101.7989
32.7012,-98.3362,32.6119,-98.1135,32.4939,-98.3232,32.5832,-98.5458,32.7906,-98.5591,32.9089,-98.3494,32.8195,-98.1262
32.6720,-102.4249,32.5908,-102.2042,32.4673,-102.4058,32.5486,-102.6263,32.7533,-102.6458,32.8770,-102.4442,32.7958,-102.2230
32.6717,-98.7683,32.5832,-98.5458,32.4646,-98.7547,32.5531,-98.9770,32.7603,-98.9911,32.8792,-98.7821,32.7906,-98.5591
32.6407,-99.1994,32.5531,-98.9770,32.4338,-99.1851,32.5215,-99.4073,32.7285,-99.4220,32.8480,-99.2139,32.7603,-98.9911
32.6291,-102.8466,32.5486,-102.6263,32.4246,-102.8270,32.5051,-103.0470,32.7096,-103.0671,32.8338,-102.8665,32.7533,-102.6458
32.6084,-99.6294,32.5215,-99.4073,32.4016,-99.6145,32.4885,-99.8365,32.6953,-99.8518,32.8154,-99.6446,32.7285,-99.4220
32.5949,-94.1804,32.4976,-93.9580,32.3858,-94.1738,32.4831,-94.3961,32.6924,-94.4030,32.8044,-94.1870,32.7070,-93.9642
32.5848,-103.2669,32.5051,-103.0470,32.3807,-103.2467,32.4604,-103.4663,32.6645,-103.4870,32.7893,-103.2874,32.7096,-103.0671
32.5796,-94.6186,32.4831,-94.3961,32.3706,-94.6113,32.4671,-94.8337,32.6763,-94.8414,32.7890,-94.6259,32.6924,-94.4030
32.5746,-100.0584,32.4885,-99.8365,32.3681,-100.0428,32.4542,-100.2645,32.6607,-100.2805,32.7814,-100.0741,32.6953,-99.8518
32.5628,-95.0563,32.4671,-94.8337,32.3539,-95.0483,32.4496,-95.2708,32.6587,-95.2791,32.7721,-95.0643,32.6763,-94.8414
