lat,lon,cell_index,cell_neighbour_indexes
59.4526,-5.1501,10235,10095_10234_10096_10236_10375_10376
59.4217,-5.8810,10096,9957_10095_9958_10097_10235_10236
59.2345,-0.3651,11237,11090_11236_11091_11238_11384_11385
59.2345,0.3651,11384,11236_11383_11237_11385_11532_11533
59.2304,-1.0950,11091,10945_11090_10946_11092_11237_11238
59.2304,1.0950,11532,11383_11531_11384_11533_11681_11682
59.2223,-1.8247,10946,10801_10945_10802_10947_11091_11092
59.2223,1.8247,11681,11531_11680_11532_11682_11831_11832
59.1733,-4.0091,10517,10375_10516_10376_10518_10659_10660
59.1489,-4.7349,10376,10235_10375_10236_10377_10517_10518
59.1204,-5.4593,10236,10096_10235_10097_10237_10376_10377
59.0880,-6.1819,10097,9958_10096_9959_10098_10236_10237
58.9167,0.0000,11385,11237_11384_11238_11386_11533_11534
58.9147,-0.7226,11238,11091_11237_11092_11239_11385_11386
58.9147,0.7226,11533,11384_11532_11385_11534_11682_11683
58.9086,-1.4450,11092,10946_11091_10947_11093_11238_11239
58.9086,1.4450,11682,11532_11681_11533_11683_11832_11833
58.8986,-2.1670,10947,10802_10946_10803_10948_11092_11093
58.8443,-4.3277,10518,10376_10517_10377_10519_10660_10661
58.8183,-5.0456,10377,10236_10376_10237_10378_10518_10519
58.7883,-5.7618,10237,10097_10236_10098_10238_10377_10378
58.7543,-6.4763,10098,9959_10097_9960_10099_10237_10238
58.5985,-0.3577,11386,11238_11385_11239_11387_11534_11535
58.5985,0.3577,11534,11385_11533_11386_11535_11683_11684
58.5945,-1.0729,11239,11092_11238_11093_11240_11386_11387
58.5945,1.0729,11683,11533_11682_11534_11684_11833_11834
58.5866,-1.7878,11093,10947_11092_10948_11094_11239_11240
58.5747,-2.5022,10948,10803_10947_10804_10949_11093_11094
58.4877,-5.3496,10378,10237_10377_10238_10379_10519_10520
58.2820,0.0000,11535,11386_11534_11387_11536_11684_11685
58.2800,-0.7082,11387,11239_11386_11240_11388_11535_11536
58.2800,0.7082,11684,11534_11683_11535_11685_11834_11835
58.2741,-1.4161,11240,11093_11239_11094_11241_11387_11388
58.2741,1.4161,11834,11683_11833_11684_11835_11985_11986
58.2644,-2.1237,11094,10948_11093_10949_11095_11240_11241
58.1572,-5.6473,10379,10238_10378_10239_10380_10520_10521
57.9651,-0.3506,11536,11387_11535_11388_11537_11685_11686
57.9651,0.3506,11685,11535_11684_11536_11686_11835_11836
57.9613,-1.0517,11388,11240_11387_11241_11389_11536_11537
57.9613,1.0517,11835,11684_11834_11685_11836_11986_11987
57.9535,-1.7525,11241,11094_11240_11095_11242_11388_11389
57.9535,1.7525,11986,11834_11985_11835_11987_12138_12139
57.9420,-2.4527,11095,10949_11094_10950_11096_11241_11242
57.9266,-3.1522,10950,10805_10949_10806_10951_11095_11096
57.6499,0.0000,11686,11536_11685_11537_11687_11836_11837
57.6480,-0.6943,11537,11388_11536_11389_11538_11686_11687
57.6480,0.6943,11836,11685_11835_11686_11837_11987_11988
57.6423,1.3884,11987,11835_11986_11836_11988_12139_12140
57.6328,2.0821,12139,11986_12138_11987_12140_12292_12293
57.4214,-7.5928,10102,9963_10101_9964_10103_10241_10242
57.3344,-0.3438,11687,11537_11686_11538_11688_11837_11838
57.3344,0.3438,11837,11686_11836_11687_11838_11988_11989
57.3307,-1.0313,11538,11389_11537_11390_11539_11687_11688
57.3307,1.0313,11988,11836_11987_11837_11989_12140_12141
57.3232,1.7184,12140,11987_12139_11988_12141_12293_12294
57.3120,2.4051,12293,12139_12292_12140_12294_12447_12448
57.0889,-7.8576,10103,9964_10102_9965_10104_10242_10243
57.0206,0.0000,11838,11687_11837_11688_11839_11989_11990
57.0188,-0.6809,11688,11538_11687_11539_11689_11838_11839
57.0188,0.6809,11989,11837_11988_11838_11990_12141_12142
57.0133,-1.3617,11539,11390_11538_11391_11540_11688_11689
57.0133,1.3617,12141,11988_12140_11989_12142_12294_12295
57.0040,2.0421,12294,12140_12293_12141_12295_12448_12449
56.9911,2.7218,12448,12293_12447_12294_12449_12603_12604
56.8369,-6.7779,10383,10242_10382_10243_10384_10524_10525
56.7567,-8.1169,10104,9965_10103_9966_10105_10243_10244
56.7067,-0.3372,11839,11688_11838_11689_11840_11990_11991
56.7067,0.3372,11990,11838_11989_11839_11991_12142_12143
56.7030,-1.0116,11689,11539_11688_11540_11690_11839_11840
56.7030,1.0116,12142,11989_12141_11990_12143_12295_12296
56.6957,1.6857,12295,12141_12294_12142_12296_12449_12450
56.6957,-1.6857,11540,11391_11539_11392_11541_11689_11690
56.6848,2.3594,12449,12294_12448_12295_12450_12604_12605
56.4680,-7.7097,10244,10104_10243_10105_10245_10384_10385
56.4250,-8.3710,10105,9966_10104_9967_10106_10244_10245
56.3943,0.0000,11991,11839_11990_11840_11992_12143_12144
56.3925,-0.6681,11840,11689_11839_11690_11841_11991_11992
56.3925,0.6681,12143,11990_12142_11991_12144_12296_12297
56.3872,-1.3360,11690,11540_11689_11541_11691_11840_11841
56.3872,1.3360,12296,12142_12295_12143_12297_12450_12451
56.3782,-2.0036,11541,11392_11540_11393_11542_11690_11691
56.3782,2.0036,12450,12295_12449_12296_12451_12605_12606
56.3656,2.6706,12605,12449_12604_12450_12606_12761_12762
56.2158,-6.6512,10526,10384_10525_10385_10527_10668_10669
56.1785,-7.3095,10385,10244_10384_10245_10386_10526_10527
56.1378,-7.9658,10245,10105_10244_10106_10246_10385_10386
56.0819,-0.3309,11992,11840_11991_11841_11993_12144_12145
56.0819,0.3309,12144,11991_12143_11992_12145_12297_12298
56.0783,-0.9927,11841,11690_11840_11691_11842_11992_11993
56.0783,0.9927,12297,12143_12296_12144_12298_12451_12452
56.0713,1.6542,12451,12296_12450_12297_12452_12606_12607
56.0713,-1.6542,11691,11541_11690_11542_11692_11841_11842
56.0606,2.3153,12606,12450_12605_12451_12607_12762_12763
55.8883,-6.9160,10527,10385_10526_10386_10528_10669_10670
55.8499,-7.5673,10386,10245_10385_10246_10387_10527_10528
55.7711,0.0000,12145,11992_12144_11993_12146_12298_12299
55.7694,-0.6557,11993,11841_11992_11842_11994_12145_12146
55.7693,0.6557,12298,12144_12297_12145_12299_12452_12453
55.7641,-1.3113,11842,11691_11841_11692_11843_11993_11994
55.7641,1.3113,12452,12297_12451_12298_12453_12607_12608
55.7554,1.9665,12607,12451_12606_12452_12608_12763_12764
55.7432,2.6212,12763,12606_12762_12607_12764_12920_12921
55.5613,-7.1755,10528,10386_10527_10387_10529_10670_10671
55.4602,-0.3249,12146,11993_12145_11994_12147_12299_12300
55.4602,0.3249,12299,12145_12298_12146_12300_12453_12454
55.4568,-0.9745,11994,11842_11993_11843_11995_12146_12147
55.4568,0.9745,12453,12298_12452_12299_12454_12608_12609
55.4499,1.6239,12608,12452_12607_12453_12609_12764_12765
55.4396,2.2729,12764,12607_12763_12608_12765_12921_12922
55.4259,2.9213,12921,12763_12920_12764_12922_13079_13080
55.1511,0.0000,12300,12146_12299_12147_12301_12454_12455
55.1494,-0.6438,12147,11994_12146_11995_12148_12300_12301
55.1494,0.6438,12454,12299_12453_12300_12455_12609_12610
55.1443,1.2874,12609,12453_12608_12454_12610_12765_12766
55.1358,1.9308,12765,12608_12764_12609_12766_12922_12923
55.1239,2.5736,12922,12764_12921_12765_12923_13080_13081
54.8418,-0.3190,12301,12147_12300_12148_12302_12455_12456
54.8418,0.3190,12455,12300_12454_12301_12456_12610_12611
54.8385,0.9570,12610,12454_12609_12455_12611_12766_12767
54.8318,1.5947,12766,12609_12765_12610_12767_12923_12924
54.8218,2.2320,12923,12765_12922_12766_12924_13081_13082
54.8084,2.8687,13081,12922_13080_12923_13082_13240_13241
54.5343,0.0000,12456,12301_12455_12302_12457_12611_12612
54.5327,0.6323,12611,12455_12610_12456_12612_12767_12768
54.5277,1.2645,12767,12610_12766_12611_12768_12924_12925
54.5195,1.8963,12924,12766_12923_12767_12925_13082_13083
54.5080,2.5277,13082,12923_13081_12924_13083_13241_13242
54.4932,3.1585,13241,13081_13240_13082_13242_13401_13402
54.4537,-4.4176,11399,11251_11398_11252_11400_11547_11548
54.4291,-5.0456,11252,11105_11251_11106_11253_11399_11400
54.2268,0.3134,12612,12456_12611_12457_12613_12768_12769
54.2236,0.9400,12768,12611_12767_12612_12769_12925_12926
54.2171,1.5665,12925,12767_12924_12768_12926_13083_13084
54.2073,2.1925,13083,12924_13082_12925_13084_13242_13243
54.1943,2.8180,13242,13082_13241_13083_13243_13402_13403
54.1781,3.4429,13402,13241_13401_13242_13403_13563_13564
54.1587,-4.0669,11548,11399_11547_11400_11549_11697_11698
54.1360,-4.6900,11400,11252_11399_11253_11401_11548_11549
54.1102,-5.3120,11253,11106_11252_11107_11254_11400_11401
53.9194,0.6212,12769,12612_12768_12613_12770_12926_12927
53.9146,1.2423,12926,12768_12925_12769_12927_13084_13085
53.9066,1.8631,13084,12925_13083_12926_13085_13243_13244
53.8954,2.4834,13243,13083_13242_13084_13244_13403_13404
53.8810,3.1032,13403,13242_13402_13243_13404_13564_13565
53.8634,-3.7222,11698,11548_11697_11549_11699_11848_11849
53.8427,-4.3403,11549,11400_11548_11401_11550_11698_11699
53.8187,-4.9575,11401,11253_11400_11254_11402_11549_11550
53.7917,-5.5735,11254,11107_11253_11108_11255_11401_11402
53.6121,0.9237,12927,12769_12926_12770_12928_13085_13086
53.6058,1.5392,13085,12926_13084_12927_13086_13244_13245
53.5963,2.1544,13244,13084_13243_13085_13245_13404_13405
53.5837,2.7691,13404,13243_13403_13244_13405_13565_13566
53.5490,-3.9964,11699,11549_11698_11550_11700_11849_11850
53.3050,1.2209,13086,12927_13085_12928_13087_13245_13246
53.2972,1.8310,13245,13085_13244_13086_13246_13405_13406
53.2863,2.4406,13405,13244_13404_13245_13406_13566_13567
53.2723,3.0498,13566,13404_13565_13405_13567_13728_13729
53.2118,-4.8724,11551,11402_11550_11403_11552_11700_11701
52.9889,2.1176,13406,13245_13405_13246_13407_13567_13568
52.9766,2.7218,13567,13405_13566_13406_13568_13729_13730
52.6809,2.3993,13568,13406_13567_13407_13569_13730_13731
52.6673,2.9982,13730,13567_13729_13568_13731_13893_13894
52.6085,-4.7902,11702,11552_11701_11553_11703_11852_11853
52.3732,2.6762,13731,13568_13730_13569_13732_13894_13895
52.2959,-5.0456,11703,11553_11702_11554_11704_11853_11854
52.0792,2.3594,13732,13569_13731_13570_13733_13895_13896
51.7852,2.0477,13733,13570_13732_13571_13734_13896_13897
51.6724,-5.5430,11705,11555_11704_11556_11706_11855_11856
51.4913,1.7410,13734,13571_13733_13572_13735_13897_13898
51.4128,-4.6339,12007,11855_12006_11856_12008_12159_12160
51.3886,-5.2101,11856,11705_11855_11706_11857_12007_12008
51.3616,-5.7853,11706,11556_11705_11557_11707_11856_11857
51.1047,-4.8823,12008,11856_12007_11857_12009_12160_12161
51.0795,-5.4534,11857,11706_11856_11707_11858_12008_12009
51.0515,-6.0234,11707,11557_11706_11558_11708_11857_11858
50.7972,-5.1265,12009,11857_12008_11858_12010_12161_12162
50.7710,-5.6926,11858,11707_11857_11708_11859_12009_12010
50.7420,-6.2575,11708,11558_11707_11559_11709_11858_11859
50.7103,-6.8213,11559,11410_11558_11411_11560_11708_11709
50.6135,-0.2833,13414,13253_13413_13254_13415_13575_13576
50.4904,-5.3667,12010,11858_12009_11859_12011_12162_12163
50.4631,-5.9277,11859,11708_11858_11709_11860_12010_12011
50.4332,-6.4877,11709,11559_11708_11560_11710_11859_11860
50.4007,-7.0464,11560,11411_11559_11412_11561_11709_11710
50.3655,-7.6037,11412,11264_11411_11265_11413_11560_11561
50.3191,0.0000,13576,13414_13575_13415_13577_13738_13739
50.3177,-0.5621,13415,13254_13414_13255_13416_13576_13577
50.3137,-1.1240,13255,13095_13254_13096_13256_13415_13416
50.3069,-1.6857,13096,12937_13095_12938_13097_13255_13256
50.2974,-2.2471,12938,12780_12937_12781_12939_13096_13097
50.2852,-2.8081,12781,12624_12780_12625_12782_12938_12939
50.1560,-6.1590,11860,11709_11859_11710_11861_12011_12012
50.1252,-6.7140,11710,11560_11709_11561_11711_11860_11861
50.0918,-7.2677,11561,11412_11560_11413_11562_11710_11711
50.0558,-7.8201,11413,11265_11412_11266_11414_11561_11562
50.0172,-8.3710,11266,11119_11265_11120_11267_11413_11414
49.9983,-2.5078,12939,12781_12938_12782_12940_13097_13098
49.9850,-3.0641,12782,12625_12781_12626_12783_12939_12940
49.9690,-3.6199,12626,12470_12625_12471_12627_12782_12783
49.9504,-4.1750,12471,12316_12470_12317_12472_12626_12627
49.9291,-4.7292,12317,12163_12316_12164_12318_12471_12472
49.8787,-5.8350,12012,11860_12011_11861_12013_12164_12165
49.8497,-6.3864,11861,11710_11860_11711_11862_12012_12013
49.8180,-6.9365,11711,11561_11710_11562_11712_11861_11862
49.7837,-7.4854,11562,11413_11561_11414_11563_11711_11712
49.7470,-8.0328,11414,11266_11413_11267_11415_11562_11563
49.6853,-3.3160,12783,12626_12782_12627_12784_12940_12941
49.6682,-3.8672,12627,12471_12626_12472_12628_12783_12784
49.6485,-4.4176,12472,12317_12471_12318_12473_12627_12628
49.6263,-4.9671,12318,12164_12317_12165_12319_12472_12473
49.6014,-5.5158,12165,12012_12164_12013_12166_12318_12319
49.5740,-6.0635,12013,11861_12012_11862_12014_12165_12166
49.5441,-6.6100,11862,11711_11861_11712_11863_12013_12014
49.5116,-7.1554,11712,11562_11711_11563_11713_11862_11863
49.4765,-7.6994,11563,11414_11562_11415_11564_11712_11713
49.2984,-5.7452,12166,12013_12165_12014_12167_12319_12320
49.2701,-6.2882,12014,11862_12013_11863_12015_12166_12167
49.2393,-6.8300,11863,11712_11862_11713_11864_12014_12015
49.2060,-7.3706,11713,11563_11712_11564_11714_11863_11864
