lat,lon,vertex1_lat,vertex1_lon,vertex2_lat,vertex2_lon,vertex3_lat,vertex3_lon,vertex4_lat,vertex4_lon,vertex5_lat,vertex5_lon,vertex6_lat,vertex6_lon
61.0899,-4.2725,61.2093,-3.8996,60.9952,-3.8712,60.8766,-4.2415,60.9708,-4.6423,61.1847,-4.6763,61.3047,-4.3039
60.8355,0.0000,60.9429,0.3863,60.7285,0.3835,60.6220,0.0000,60.7285,-0.3835,60.9429,-0.3863,61.0507,0.0000
60.8333,0.7697,60.9384,1.1587,60.7241,1.1504,60.6198,0.7642,60.7285,0.3835,60.9429,0.3863,61.0484,0.7754
60.8267,-1.5392,60.9384,-1.1587,60.7241,-1.1504,60.6133,-1.5282,60.7154,-1.9168,60.9296,-1.9308,61.0418,-1.5505
60.8267,1.5392,60.9296,1.9308,60.7154,1.9168,60.6133,1.5282,60.7241,1.1504,60.9384,1.1587,61.0418,1.5505
60.8158,-2.3081,60.9296,-1.9308,60.7154,-1.9168,60.6024,-2.2916,60.7023,-2.6826,60.9163,-2.7021,61.0307,-2.3250
60.8004,-3.0762,60.9163,-2.7021,60.7023,-2.6826,60.5872,-3.0541,60.6848,-3.4474,60.8987,-3.4724,61.0151,-3.0986
60.7806,-3.8432,60.8987,-3.4724,60.6848,-3.4474,60.5676,-3.8157,60.6630,-4.2110,60.8766,-4.2415,60.9952,-3.8712
60.7565,-4.6088,60.8766,-4.2415,60.6630,-4.2110,60.5437,-4.5758,60.6368,-4.9731,60.8502,-5.0091,60.9708,-4.6423
60.5138,-0.3808,60.6220,0.0000,60.4080,0.0000,60.3006,-0.3780,60.4059,-0.7588,60.6198,-0.7642,60.7285,-0.3835
60.5138,0.3808,60.6198,0.7642,60.4059,0.7588,60.3006,0.3780,60.4080,0.0000,60.6220,0.0000,60.7285,0.3835
60.5095,1.1421,60.6133,1.5282,60.3994,1.5172,60.2963,1.1340,60.4059,0.7588,60.6198,0.7642,60.7241,1.1504
60.5008,-1.9031,60.6133,-1.5282,60.3994,-1.5172,60.2877,-1.8896,60.3886,-2.2752,60.6024,-2.2916,60.7154,-1.9168
60.4878,-2.6634,60.6024,-2.2916,60.3886,-2.2752,60.2748,-2.6445,60.3735,-3.0324,60.5872,-3.0541,60.7023,-2.6826
60.4705,-3.4228,60.5872,-3.0541,60.3735,-3.0324,60.2577,-3.3985,60.3542,-3.7885,60.5676,-3.8157,60.6848,-3.4474
60.4489,-4.1809,60.5676,-3.8157,60.3542,-3.7885,60.2363,-4.1513,60.3305,-4.5433,60.5437,-4.5758,60.6630,-4.2110
60.4230,-4.9376,60.5437,-4.5758,60.3305,-4.5433,60.2106,-4.9027,60.3026,-5.2965,60.5156,-5.3344,60.6368,-4.9731
60.1936,0.0000,60.3006,0.3780,60.0870,0.3754,59.9808,0.0000,60.0870,-0.3754,60.3006,-0.3780,60.4080,0.0000
60.1915,0.7534,60.2963,1.1340,60.0827,1.1260,59.9787,0.7481,60.0870,0.3754,60.3006,0.3780,60.4059,0.7588
60.1851,1.5065,60.2877,1.8896,60.0742,1.8762,59.9723,1.4959,60.0827,1.1260,60.2963,1.1340,60.3994,1.5172
60.1595,-3.0109,60.2748,-2.6445,60.0615,-2.6258,59.9470,-2.9897,60.0445,-3.3745,60.2577,-3.3985,60.3735,-3.0324
60.1403,-3.7617,60.2577,-3.3985,60.0445,-3.3745,59.9280,-3.7353,60.0233,-4.1220,60.2363,-4.1513,60.3542,-3.7885
60.1169,-4.5112,60.2363,-4.1513,60.0233,-4.1220,59.9048,-4.4795,59.9979,-4.8682,60.2106,-4.9027,60.3305,-4.5433
60.0893,-5.2591,60.2106,-4.9027,59.9979,-4.8682,59.8774,-5.2223,59.9683,-5.6127,60.1808,-5.6524,60.3026,-5.2965
59.8730,-0.3727,59.9808,0.0000,59.7676,0.0000,59.6605,-0.3701,59.7655,-0.7428,59.9787,-0.7481,60.0870,-0.3754
59.8730,0.3727,59.9787,0.7481,59.7655,0.7428,59.6605,0.3701,59.7676,0.0000,59.9808,0.0000,60.0870,0.3754
59.8688,1.1181,59.9723,1.4959,59.7592,1.4854,59.6564,1.1103,59.7655,0.7428,59.9787,0.7481,60.0827,1.1260
59.8604,-1.8631,59.9723,-1.4959,59.7592,-1.4854,59.6480,-1.8501,59.7487,-2.2275,59.9618,-2.2432,60.0742,-1.8762
59.8604,1.8631,59.9618,2.2432,59.7487,2.2275,59.6480,1.8501,59.7592,1.4854,59.9723,1.4959,60.0742,1.8762
59.8477,-2.6074,59.9618,-2.2432,59.7487,-2.2275,59.6355,-2.5893,59.7341,-2.9689,59.9470,-2.9897,60.0615,-2.6258
59.8309,-3.3509,59.9470,-2.9897,59.7341,-2.9689,59.6189,-3.3276,59.7153,-3.7092,59.9280,-3.7353,60.0445,-3.3745
59.8099,-4.0932,59.9280,-3.7353,59.7153,-3.7092,59.5981,-4.0648,59.6923,-4.4483,59.9048,-4.4795,60.0233,-4.1220
59.7848,-4.8342,59.9048,-4.4795,59.6923,-4.4483,59.5732,-4.8006,59.6652,-5.1860,59.8774,-5.2223,59.9979,-4.8682
59.7555,-5.5735,59.8774,-5.2223,59.6652,-5.1860,59.5442,-5.5349,59.6340,-5.9219,59.8459,-5.9633,59.9683,-5.6127
59.5540,0.0000,59.6605,0.3701,59.4477,0.3676,59.3419,0.0000,59.4477,-0.3676,59.6605,-0.3701,59.7676,0.0000
59.5519,-0.7377,59.6605,-0.3701,59.4477,-0.3676,59.3398,-0.7326,59.4436,-1.1026,59.6564,-1.1103,59.7655,-0.7428
59.5519,0.7377,59.6564,1.1103,59.4436,1.1026,59.3398,0.7326,59.4477,0.3676,59.6605,0.3701,59.7655,0.7428
59.5457,1.4751,59.6480,1.8501,59.4353,1.8373,59.3337,1.4650,59.4436,1.1026,59.6564,1.1103,59.7592,1.4854
59.5022,-3.6835,59.6189,-3.3276,59.4064,-3.3046,59.2906,-3.6582,59.3859,-4.0367,59.5981,-4.0648,59.7153,-3.7092
59.4795,-4.4175,59.5981,-4.0648,59.3859,-4.0367,59.2681,-4.3872,59.3612,-4.7676,59.5732,-4.8006,59.6923,-4.4483
59.4526,-5.1501,59.5732,-4.8006,59.3612,-4.7676,59.2415,-5.1148,59.3325,-5.4969,59.5442,-5.5349,59.6652,-5.1860
59.4217,-5.8810,59.5442,-5.5349,59.3325,-5.4969,59.2109,-5.8408,59.2997,-6.2244,59.5111,-6.2674,59.6340,-5.9219
59.2345,-0.3651,59.3419,0.0000,59.1295,0.0000,59.0228,-0.3626,59.1274,-0.7276,59.3398,-0.7326,59.4477,-0.3676
59.2345,0.3651,59.3398,0.7326,59.1274,0.7276,59.0228,0.3626,59.1295,0.0000,59.3419,0.0000,59.4477,0.3676
59.2304,-1.0950,59.3398,-0.7326,59.1274,-0.7276,59.0188,-1.0876,59.1213,-1.4549,59.3337,-1.4650,59.4436,-1.1026
59.2304,1.0950,59.3337,1.4650,59.1213,1.4549,59.0188,1.0876,59.1274,0.7276,59.3398,0.7326,59.4436,1.1026
59.2223,-1.8247,59.3337,-1.4650,59.1213,-1.4549,59.0107,-1.8122,59.1112,-2.1818,59.3234,-2.1968,59.4353,-1.8373
59.2223,1.8247,59.3234,2.1968,59.1112,2.1818,59.0107,1.8122,59.1213,1.4549,59.3337,1.4650,59.4353,1.8373
59.1733,-4.0091,59.2906,-3.6582,59.0787,-3.6332,58.9622,-3.9818,59.0564,-4.3573,59.2681,-4.3872,59.3859,-4.0367
59.1489,-4.7349,59.2681,-4.3872,59.0564,-4.3573,58.9380,-4.7028,59.0300,-5.0800,59.2415,-5.1148,59.3612,-4.7676
59.1204,-5.4593,59.2415,-5.1148,59.0300,-5.0800,58.9098,-5.4223,58.9997,-5.8010,59.2109,-5.8408,59.3325,-5.4969
59.0880,-6.1819,59.2109,-5.8408,58.9997,-5.8010,58.8777,-6.1400,58.9655,-6.5203,59.1763,-6.5648,59.2997,-6.2244
58.9167,0.0000,59.0228,0.3626,58.8108,0.3601,58.7054,0.0000,58.8108,-0.3601,59.0228,-0.3626,59.1295,0.0000
58.9147,-0.7226,59.0228,-0.3626,58.8108,-0.3601,58.7034,-0.7177,58.8068,-1.0802,59.0188,-1.0876,59.1274,-0.7276
58.9147,0.7226,59.0188,1.0876,58.8068,1.0802,58.7034,0.7177,58.8108,0.3601,59.0228,0.3626,59.1274,0.7276
58.9086,-1.4450,59.0188,-1.0876,58.8068,-1.0802,58.6974,-1.4353,58.7988,-1.8000,59.0107,-1.8122,59.1213,-1.4549
58.9086,1.4450,59.0107,1.8122,58.7988,1.8000,58.6974,1.4353,58.8068,1.0802,59.0188,1.0876,59.1213,1.4549
58.8986,-2.1670,59.0107,-1.8122,58.7988,-1.8000,58.6875,-2.1523,58.7868,-2.5191,58.9986,-2.5363,59.1112,-2.1818
58.8443,-4.3277,58.9622,-3.9818,58.7508,-3.9549,58.6337,-4.2986,58.7268,-4.6710,58.9380,-4.7028,59.0564,-4.3573
58.8183,-5.0456,58.9380,-4.7028,58.7268,-4.6710,58.6079,-5.0117,58.6989,-5.3857,58.9098,-5.4223,59.0300,-5.0800
58.7883,-5.7618,58.9098,-5.4223,58.6989,-5.3857,58.5782,-5.7232,58.6671,-6.0987,58.8777,-6.1400,58.9997,-5.8010
58.7543,-6.4763,58.8777,-6.1400,58.6671,-6.0987,58.5446,-6.4329,58.6313,-6.8098,58.8416,-6.8559,58.9655,-6.5203
58.5985,-0.3577,58.7054,0.0000,58.4938,0.0000,58.3876,-0.3553,58.4919,-0.7129,58.7034,-0.7177,58.8108,-0.3601
58.5985,0.3577,58.7034,0.7177,58.4918,0.7129,58.3876,0.3553,58.4938,0.0000,58.7054,0.0000,58.8108,0.3601
58.5945,-1.0729,58.7034,-0.7177,58.4919,-0.7129,58.3837,-1.0658,58.4859,-1.4256,58.6974,-1.4353,58.8068,-1.0802
58.5945,1.0729,58.6974,1.4353,58.4859,1.4256,58.3837,1.0658,58.4918,0.7129,58.7034,0.7177,58.8068,1.0802
58.5866,-1.7878,58.6974,-1.4353,58.4859,-1.4256,58.3759,-1.7759,58.4760,-2.1379,58.6875,-2.1523,58.7988,-1.8000
58.5747,-2.5022,58.6875,-2.1523,58.4760,-2.1379,58.3641,-2.4855,58.4622,-2.8495,58.6735,-2.8687,58.7868,-2.5191
58.4877,-5.3496,58.6079,-5.0117,58.3973,-4.9782,58.2779,-5.3141,58.3678,-5.6850,58.5782,-5.7232,58.6989,-5.3857
58.2820,0.0000,58.3876,0.3553,58.1765,0.3529,58.0715,0.0000,58.1765,-0.3529,58.3876,-0.3553,58.4938,0.0000
58.2800,-0.7082,58.3876,-0.3553,58.1765,-0.3529,58.0696,-0.7035,58.1726,-1.0587,58.3837,-1.0658,58.4919,-0.7129
58.2800,0.7082,58.3837,1.0658,58.1726,1.0587,58.0696,0.7035,58.1765,0.3529,58.3876,0.3553,58.4918,0.7129
58.2741,-1.4161,58.3837,-1.0658,58.1726,-1.0587,58.0638,-1.4068,58.1648,-1.7641,58.3759,-1.7759,58.4859,-1.4256
58.2741,1.4161,58.3759,1.7759,58.1648,1.7641,58.0638,1.4068,58.1726,1.0587,58.3837,1.0658,58.4859,1.4256
58.2644,-2.1237,58.3759,-1.7759,58.1648,-1.7641,58.0541,-2.1096,58.1531,-2.4690,58.3641,-2.4855,58.4760,-2.1379
58.1572,-5.6473,58.2779,-5.3141,58.0678,-5.2790,57.9479,-5.6102,58.0368,-5.9780,58.2466,-6.0177,58.3678,-5.6850
57.9651,-0.3506,58.0715,0.0000,57.8608,0.0000,57.7551,-0.3483,57.8589,-0.6989,58.0696,-0.7035,58.1765,-0.3529
57.9651,0.3506,58.0696,0.7035,57.8589,0.6989,57.7551,0.3483,57.8608,0.0000,58.0715,0.0000,58.1765,0.3529
57.9613,-1.0517,58.0696,-0.7035,57.8589,-0.6989,57.7513,-1.0448,57.8532,-1.3975,58.0638,-1.4068,58.1726,-1.0587
57.9613,1.0517,58.0638,1.4068,57.8532,1.3975,57.7513,1.0448,57.8589,0.6989,58.0696,0.7035,58.1726,1.0587
57.9535,-1.7525,58.0638,-1.4068,57.8532,-1.3975,57.7437,-1.7410,57.8436,-2.0958,58.0541,-2.1096,58.1648,-1.7641
57.9535,1.7525,58.0541,2.1096,57.8436,2.0958,57.7437,1.7410,57.8532,1.3975,58.0638,1.4068,58.1648,1.7641
57.9420,-2.4527,58.0541,-2.1096,57.8436,-2.0958,57.7322,-2.4366,57.8301,-2.7934,58.0405,-2.8118,58.1531,-2.4690
57.9266,-3.1522,58.0405,-2.8118,57.8301,-2.7934,57.7170,-3.1316,57.8129,-3.4902,58.0231,-3.5132,58.1376,-3.1731
57.6499,0.0000,57.7551,0.3483,57.5449,0.3460,57.4404,0.0000,57.5449,-0.3460,57.7551,-0.3483,57.8608,0.0000
57.6480,-0.6943,57.7551,-0.3483,57.5449,-0.3460,57.4385,-0.6898,57.5411,-1.0380,57.7513,-1.0448,57.8589,-0.6989
57.6480,0.6943,57.7513,1.0448,57.5411,1.0380,57.4385,0.6898,57.5449,0.3460,57.7551,0.3483,57.8589,0.6989
57.6423,1.3884,57.7437,1.7410,57.5335,1.7296,57.4328,1.3794,57.5411,1.0380,57.7513,1.0448,57.8532,1.3975
57.6328,2.0821,57.7322,2.4366,57.5222,2.4208,57.4234,2.0686,57.5335,1.7296,57.7437,1.7410,57.8436,2.0958
57.4214,-7.5928,57.5463,-7.2750,57.3380,-7.2281,57.2140,-7.5441,57.2970,-7.9082,57.5048,-7.9594,57.6301,-7.6422
57.3344,-0.3438,57.4404,0.0000,57.2306,0.0000,57.1254,-0.3416,57.2287,-0.6853,57.4385,-0.6898,57.5449,-0.3460
57.3344,0.3438,57.4385,0.6898,57.2287,0.6853,57.1254,0.3416,57.2306,0.0000,57.4404,0.0000,57.5449,0.3460
57.3307,-1.0313,57.4385,-0.6898,57.2287,-0.6853,57.1217,-1.0246,57.2231,-1.3705,57.4328,-1.3794,57.5411,-1.0380
57.3307,1.0313,57.4328,1.3794,57.2231,1.3705,57.1217,1.0246,57.2287,0.6853,57.4385,0.6898,57.5411,1.0380
57.3232,1.7184,57.4234,2.0686,57.2138,2.0552,57.1142,1.7074,57.2231,1.3705,57.4328,1.3794,57.5335,1.7296
57.3120,2.4051,57.4103,2.7571,57.2008,2.7394,57.1031,2.3897,57.2138,2.0552,57.4234,2.0686,57.5222,2.4208
57.0889,-7.8576,57.2140,-7.5441,57.0064,-7.4960,56.8821,-7.8077,56.9641,-8.1686,57.1713,-8.2210,57.2970,-7.9082
57.0206,0.0000,57.1254,0.3416,56.9161,0.3394,56.8121,0.0000,56.9161,-0.3394,57.1254,-0.3416,57.2306,0.0000
57.0188,-0.6809,57.1254,-0.3416,56.9161,-0.3394,56.8102,-0.6766,56.9124,-1.0181,57.1217,-1.0246,57.2287,-0.6853
57.0188,0.6809,57.1217,1.0246,56.9124,1.0181,56.8102,0.6766,56.9161,0.3394,57.1254,0.3416,57.2287,0.6853
57.0133,-1.3617,57.1217,-1.0246,56.9124,-1.0181,56.8047,-1.3530,56.9051,-1.6965,57.1142,-1.7074,57.2231,-1.3705
57.0133,1.3617,57.1142,1.7074,56.9051,1.6965,56.8047,1.3530,56.9124,1.0181,57.1217,1.0246,57.2231,1.3705
57.0040,2.0421,57.1031,2.3897,56.8941,2.3744,56.7956,2.0291,56.9051,1.6965,57.1142,1.7074,57.2138,2.0552
56.9911,2.7218,57.0883,3.0713,56.8794,3.0517,56.7828,2.7045,56.8941,2.3744,57.1031,2.3897,57.2008,2.7394
56.8369,-6.7779,56.9591,-6.4625,56.7514,-6.4216,56.6300,-6.7352,56.7151,-7.0910,56.9224,-7.1361,57.0451,-6.8213
56.7567,-8.1169,56.8821,-7.8077,56.6751,-7.7584,56.5506,-8.0659,56.6317,-8.4238,56.8383,-8.4772,56.9641,-8.1686
56.7067,-0.3372,56.8121,0.0000,56.6033,0.0000,56.4986,-0.3351,56.6015,-0.6723,56.8102,-0.6766,56.9161,-0.3394
56.7067,0.3372,56.8102,0.6766,56.6015,0.6723,56.4986,0.3351,56.6033,0.0000,56.8121,0.0000,56.9161,0.3394
56.7030,-1.0116,56.8102,-0.6766,56.6015,-0.6723,56.4950,-1.0052,56.5960,-1.3445,56.8047,-1.3530,56.9124,-1.0181
56.7030,1.0116,56.8047,1.3530,56.5960,1.3445,56.4950,1.0052,56.6015,0.6723,56.8102,0.6766,56.9124,1.0181
56.6957,1.6857,56.7956,2.0291,56.5870,2.0162,56.4877,1.6751,56.5960,1.3445,56.8047,1.3530,56.9051,1.6965
56.6957,-1.6857,56.8047,-1.3530,56.5960,-1.3445,56.4877,-1.6751,56.5870,-2.0162,56.7956,-2.0291,56.9051,-1.6965
56.6848,2.3594,56.7828,2.7045,56.5743,2.6875,56.4769,2.3445,56.5870,2.0162,56.7956,2.0291,56.8941,2.3744
56.4680,-7.7097,56.5921,-7.4016,56.3854,-7.3552,56.2621,-7.6617,56.3443,-8.0156,56.5506,-8.0659,56.6751,-7.7584
56.4250,-8.3710,56.5506,-8.0659,56.3443,-8.0156,56.2195,-8.3190,56.2997,-8.6738,56.5056,-8.7282,56.6317,-8.4238
56.3943,0.0000,56.4986,0.3351,56.2903,0.3330,56.1867,0.0000,56.2903,-0.3330,56.4986,-0.3351,56.6033,0.0000
56.3925,-0.6681,56.4986,-0.3351,56.2903,-0.3330,56.1850,-0.6639,56.2867,-0.9989,56.4950,-1.0052,56.6015,-0.6723
56.3925,0.6681,56.4950,1.0052,56.2867,0.9989,56.1850,0.6639,56.2903,0.3330,56.4986,0.3351,56.6015,0.6723
56.3872,-1.3360,56.4950,-1.0052,56.2867,-0.9989,56.1796,-1.3277,56.2796,-1.6646,56.4877,-1.6751,56.5960,-1.3445
56.3872,1.3360,56.4877,1.6751,56.2796,1.6646,56.1796,1.3277,56.2867,0.9989,56.4950,1.0052,56.5960,1.3445
56.3782,-2.0036,56.4877,-1.6751,56.2796,-1.6646,56.1707,-1.9911,56.2689,-2.3298,56.4769,-2.3445,56.5870,-2.0162
56.3782,2.0036,56.4769,2.3445,56.2689,2.3298,56.1707,1.9911,56.2796,1.6646,56.4877,1.6751,56.5870,2.0162
56.3656,2.6706,56.4625,3.0133,56.2546,2.9944,56.1583,2.6539,56.2689,2.3298,56.4769,2.3445,56.5743,2.6875
56.2158,-6.6512,56.3370,-6.3412,56.1302,-6.3018,56.0098,-6.6100,56.0949,-6.9589,56.3013,-7.0024,56.4230,-6.6929
56.1785,-7.3095,56.3013,-7.0024,56.0949,-6.9589,55.9729,-7.2643,56.0561,-7.6142,56.2621,-7.6617,56.3854,-7.3552
56.1378,-7.9658,56.2621,-7.6617,56.0561,-7.6142,55.9326,-7.9166,56.0139,-8.2675,56.2195,-8.3190,56.3443,-8.0156
56.0819,-0.3309,56.1867,0.0000,55.9790,0.0000,55.8748,-0.3289,55.9772,-0.6598,56.1850,-0.6639,56.2903,-0.3330
56.0819,0.3309,56.1850,0.6639,55.9772,0.6598,55.8748,0.3289,55.9790,0.0000,56.1867,0.0000,56.2903,0.3330
56.0783,-0.9927,56.1850,-0.6639,55.9772,-0.6598,55.8713,-0.9866,55.9719,-1.3194,56.1796,-1.3277,56.2867,-0.9989
56.0783,0.9927,56.1796,1.3277,55.9719,1.3194,55.8713,0.9866,55.9772,0.6598,56.1850,0.6639,56.2867,0.9989
56.0713,1.6542,56.1707,1.9911,55.9631,1.9787,55.8643,1.6440,55.9719,1.3194,56.1796,1.3277,56.2796,1.6646
56.0713,-1.6542,56.1796,-1.3277,55.9719,-1.3194,55.8643,-1.6440,55.9631,-1.9787,56.1707,-1.9911,56.2796,-1.6646
56.0606,2.3153,56.1583,2.6539,55.9508,2.6374,55.8538,2.3010,55.9631,1.9787,56.1707,1.9911,56.2689,2.3298
55.8883,-6.9160,56.0098,-6.6100,55.8037,-6.5693,55.6830,-6.8736,55.7672,-7.2196,55.9729,-7.2643,56.0949,-6.9589
55.8499,-7.5673,55.9729,-7.2643,55.7672,-7.2196,55.6450,-7.5210,55.7272,-7.8681,55.9326,-7.9166,56.0561,-7.6142
55.7711,0.0000,55.8748,0.3289,55.6676,0.3269,55.5645,0.0000,55.6676,-0.3269,55.8748,-0.3289,55.9790,0.0000
55.7694,-0.6557,55.8748,-0.3289,55.6676,-0.3269,55.5628,-0.6517,55.6641,-0.9805,55.8713,-0.9866,55.9772,-0.6598
55.7693,0.6557,55.8713,0.9866,55.6641,0.9805,55.5628,0.6517,55.6676,0.3269,55.8748,0.3289,55.9772,0.6598
55.7641,-1.3113,55.8713,-0.9866,55.6641,-0.9805,55.5576,-1.3032,55.6572,-1.6339,55.8643,-1.6440,55.9719,-1.3194
55.7641,1.3113,55.8643,1.6440,55.6572,1.6339,55.5576,1.3032,55.6641,0.9805,55.8713,0.9866,55.9719,1.3194
55.7554,1.9665,55.8538,2.3010,55.6467,2.2869,55.5490,1.9544,55.6572,1.6339,55.8643,1.6440,55.9631,1.9787
55.7432,2.6212,55.8398,2.9574,55.6329,2.9392,55.5369,2.6051,55.6467,2.2869,55.8538,2.3010,55.9508,2.6374
